PASSENGER_STATUS,PASSENGER_SEAT_ID,PASSENGER_SEAT_REGION,PASSENGER_CLASS,PASSENGER_AGE,PASSENGER_SEX,PASSENGER_EXIT,SEAT_EXIT_AVAILABLE,SEATING_TYPE,SEAT_RESTRAINT_TYPE,SEAT_ORIENTATION,SEAT_EXIT_PROXIMITY,PASSENGER_RELATION,FATALITY_CAUSE,INJURY_CAUSE,FUSELAGE_RUPTURE,FIRE_PRESENCE,CREW_PROXIMITY_OPERATIONAL_COUNT,CREW_OPERATIONAL_PER_REGION,EVENT_DATE,LOCATION,COUNTRY,ACCIDENT_TYPE,LATITUDE,LONGITUDE,AIRCRAFT_DAMAGE,MODEL,AIR_CARRIER,TOTAL_FATALITIES,TOTAL_SERIOUS_INJURIES,TOTAL_MINOR_INJURIES,TOTAL_UNINJURED,WEATHER_CONDITION,BROAD_PHASE_OF_FLIGHT,REPORT_STATUS,SEAT_MODEL,SEAT_WIDTH,SEAT_PITCH,SEAT_PER_CLASS,SEATS_PER_MODEL
survivor,18E,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,16G-fire,lapbelt,forward,6.1,,none,unknown,0,0,8,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
injury_major,18F,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,16G-fire,lapbelt,forward,6.2,,none,impact_head,0,0,8,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,19A,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,16G-fire,lapbelt,forward,6.3,,none,unknown,0,0,8,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,19B,AFT-PRT,economy,unknown,unknown,wing_emergency_prt,0,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,8,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,19C,AFT-PRT,economy,unknown,unknown,wing_emergency_prt,0,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,8,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,19D,AFT-PRT,economy,unknown,unknown,wing_emergency_prt,0,16G-fire,lapbelt,forward,7.1,,none,unknown,0,0,7,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,19E,AFT-SBD,economy,unknown,unknown,wing_emergency_sbd,0,16G-fire,lapbelt,forward,7.1,,none,unknown,0,0,7,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,19F,AFT-SBD,economy,unknown,unknown,wing_emergency_sbd,0,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,7,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,20A,AFT-SBD,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,7,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,20B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,7,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,20C,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,7,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
injury_major,20D,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,7.1,,none,impact_head,0,0,6,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,20E,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,7.1,,none,unknown,0,0,6,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,20F,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,6,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,21A,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,6,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
injury_major,21B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,6.3,,none,impact_head,0,0,6,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,21C,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,6.2,,none,unknown,0,0,6,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,21D,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,6.1,,none,unknown,0,0,5,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,21E,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,6.1,,none,unknown,0,0,5,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,21F,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,6.2,,none,unknown,0,0,5,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,22A,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,6.3,,none,unknown,0,0,5,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,22B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,5.3,,none,unknown,0,0,5,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,22C,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,5.2,,none,unknown,0,0,5,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,22D,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,5.1,,none,unknown,0,0,4,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,22E,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,5.1,,none,unknown,0,0,4,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,22F,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,5.2,,none,unknown,0,0,4,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
injury_major,23A,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,5.3,,none,impact_head,0,0,4,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,23B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,4.3,,none,unknown,0,0,4,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,23C,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,4.2,,none,unknown,0,0,4,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
injury_major,23D,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,4.1,,none,impact_head,0,0,3,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,23E,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,4.1,,none,unknown,0,0,3,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,23F,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,4.2,,none,unknown,0,0,3,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,24A,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,4.3,,none,unknown,0,0,3,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,24B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,3.3,,none,unknown,0,0,3,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,24C,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,3.2,,none,unknown,0,0,3,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,24D,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,3.1,,none,unknown,0,0,2,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,24E,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,3.1,,none,unknown,0,0,2,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,24F,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,3.2,,none,unknown,0,0,2,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,25A,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,3.3,,none,unknown,0,0,2,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,25B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,2.3,,none,unknown,0,0,2,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,25C,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,2.2,,none,unknown,0,0,2,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,25D,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,1,16G-fire,lapbelt,forward,2.1,,none,unknown,0,0,1,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,25E,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,2.1,,none,unknown,0,0,1,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,25F,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,2.2,,none,unknown,0,0,1,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,26D,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,2.3,,none,unknown,0,0,1,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,26E,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,1.3,,none,unknown,0,0,1,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
unoccupied,26F,AFT-SBD,economy,unknown,unknown,service_door_aft_sbd,1,16G-fire,lapbelt,forward,1.2,,none,unknown,0,0,1,2,16/08/10,COL,ARG,Controlled flight into terrain,12.5839N,81.7114E,destroyed,737-700,ARIES,2,,,125,VOR,APPROACH,,124,17.2,30.5,94,
survivor,1A,FWD-PRT,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,1.3,,none,smoke_inhalation,1,0,1,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,1B,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,1.2,,none,smoke_inhalation,1,0,1,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,1C,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,1.1,,none,smoke_inhalation,1,0,1,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,1D,FWD-SBD,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,1.1,,none,smoke_inhalation,1,0,1,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,1E,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,1.2,,none,smoke_inhalation,1,0,1,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,1F,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,1.3,,none,smoke_inhalation,1,0,1,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,2A,FWD-PRT,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,2.3,,none,smoke_inhalation,1,0,2,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,2B,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,2.2,,none,smoke_inhalation,1,0,2,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,2C,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,2.1,,none,smoke_inhalation,1,0,2,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,2D,FWD-SBD,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,2.1,,none,smoke_inhalation,1,0,2,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,2E,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,2.2,,none,smoke_inhalation,1,0,2,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,2F,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,2.3,,none,smoke_inhalation,1,0,2,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,3A,FWD-PRT,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,3.3,,none,smoke_inhalation,1,0,3,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,3B,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,3.2,,none,smoke_inhalation,1,0,3,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,3C,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,3.1,,none,smoke_inhalation,1,0,3,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,3D,FWD-SBD,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,3.1,,none,smoke_inhalation,1,0,3,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,3E,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,3.2,,none,smoke_inhalation,1,0,3,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,3F,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,3.3,,none,smoke_inhalation,1,0,3,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,4A,FWD-PRT,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,4.3,,none,smoke_inhalation,1,0,4,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,4B,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,4.2,,none,smoke_inhalation,1,0,4,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,4C,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,4.1,,none,smoke_inhalation,1,0,4,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,4D,FWD-SBD,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,4.1,,none,smoke_inhalation,1,0,4,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,4E,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,4.2,,none,smoke_inhalation,1,0,4,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,4F,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,4.3,,none,smoke_inhalation,1,0,4,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,5A,FWD-PRT,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,5.3,,none,smoke_inhalation,1,0,5,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,5B,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,5.2,,none,smoke_inhalation,1,0,5,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,12,
survivor,5C,FWD-PRT,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,5.1,,none,smoke_inhalation,1,0,5,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,5D,FWD-SBD,economy,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,5.1,,none,smoke_inhalation,1,0,5,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,5E,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,5.2,,none,smoke_inhalation,1,0,5,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,5F,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,5.3,,none,smoke_inhalation,1,0,5,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,6A,MID-PRT,economy,unknown,unknown,wing_emergency_prt,1,14G-nonfire,lapbelt,forward,1.3,,none,smoke_inhalation,0,0,6,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,6B,MID-PRT,economy,unknown,unknown,wing_emergency_prt,1,14G-nonfire,lapbelt,forward,1.2,,none,smoke_inhalation,0,0,6,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,6C,MID-PRT,economy,unknown,unknown,wing_emergency_prt,1,14G-nonfire,lapbelt,forward,1.1,,none,smoke_inhalation,0,0,6,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,6D,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,1,14G-nonfire,lapbelt,forward,1.1,,none,smoke_inhalation,0,0,6,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,6E,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,1,14G-nonfire,lapbelt,forward,1.2,,none,smoke_inhalation,0,0,6,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,6F,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,1,14G-nonfire,lapbelt,forward,1.3,,none,smoke_inhalation,0,0,6,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,7A,MID-PRT,economy,unknown,unknown,wing_emergency_prt,1,14G-nonfire,lapbelt,forward,2.3,,none,smoke_inhalation,0,0,7,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
survivor,7B,MID-PRT,economy,unknown,unknown,wing_emergency_prt,1,14G-nonfire,lapbelt,forward,3.2,,none,smoke_inhalation,0,0,7,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
fatality,7C,MID-PRT,economy,unknown,unknown,wing_emergency_prt,1,14G-nonfire,lapbelt,forward,3.1,,asphyxiation,fatality,0,0,7,1.5,22/08/85,MAN,GBR,Uncontained engine failure,53.4722N,2.2235E,destroyed,737-200,British Airtours,53,,,78,,TAKEOFF,,124,21,30,94,
